 36 months, 60 months,1 year,10+ years,2 years,3 years,4 years,5 years,6 years,7 years,8 years,9 years,< 1 year,MORTGAGE,Not Verified,OTHER_Home_Ownership,OTHER_Purposes,OWN,RENT,Source Verified,Verified,annual_inc_new,car,credit_card,debt_consolidation,educational,funded_amnt_new,home_improvement,house,installment_new,int_rate,loan_amnt_new,major_purchase,medical,moving,renewable_energy,small_business,vacation,wedding
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6462504.0,0,0,0,0,1346355.0,0,0,44423.6564025,11.5,1346355.0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,5816253.600000001,0,0,0,0,1077084.0,0,0,35702.641890000006,11.8,1077084.0,1,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1817579.25,0,0,1,0,267588.05625,0,0,8909.5042125,12.1,267588.05625,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4880536.875,0,0,0,0,673177.5,0,0,21709.3011975,9.96,673177.5,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2961981.0,0,0,0,0,329856.97500000003,0,0,10687.36599,10.2,329856.97500000003,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2692710.0,0,0,1,0,336588.75,0,0,11157.243885000002,11.8,336588.75,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2988908.1,0,0,1,0,1077084.0,0,0,35539.0597575,11.5,1077084.0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,807813.0,0,0,0,1,60585.975000000006,0,0,1962.9855900000002,10.2,60585.975000000006,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,41467734.0,0,0,0,0,1682943.75,0,0,53525.0162025,9.01,1682943.75,0,0,0,0,1,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3433205.25,0,0,1,0,457760.7,0,0,15034.746285000001,11.2,457760.7,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,18512381.25,0,0,0,0,673177.5,1,0,21410.410387500004,9.01,673177.5,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,8078130.0,0,0,1,0,1040059.2375,0,0,34006.23459,10.9,1040059.2375,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,7337634.75,0,0,0,0,557054.38125,0,0,18129.343252500003,10.5,557054.38125,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5048831.25,0,0,1,0,1682943.75,0,0,56543.54411250001,12.8,1682943.75,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,5722008.75,0,0,1,0,323125.2,0,0,10906.1486775,13.1,1346355.0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4039065.0,0,0,0,0,149781.99375,0,0,4875.151455,10.5,149781.99375,0,0,1,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2356121.25,0,0,0,0,67317.75,0,0,2170.9974375,9.96,269271.0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2625392.25,0,0,0,0,336588.75,0,0,11005.7789475,10.9,807813.0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1960292.8800000001,0,0,0,1,201953.25,0,0,6755.3362125,12.4,201953.25,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,841471.875,0,0,1,0,141367.275,0,0,4729.0719375,12.4,141367.275,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,673177.5,0,0,0,0,336588.75,0,0,11207.05902,12.1,336588.75,0,0,0,0,1,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3069689.4000000004,0,0,0,0,313027.53750000003,0,0,10142.092215,10.2,313027.53750000003,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2625392.25,0,0,1,0,605859.75,0,0,20265.335460000002,12.4,605859.75,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,4187164.0500000003,0,0,1,0,520029.61875,0,0,17710.6268475,13.7,520029.61875,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4712242.5,0,1,0,0,538542.0,0,0,17931.4290675,12.1,538542.0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6462504.0,0,0,0,0,143050.21875,0,0,4959.971820000001,15.0,143050.21875,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1009766.25,0,0,0,0,213733.85625,0,0,7052.207490000001,11.5,213733.85625,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6462504.0,0,0,0,0,1346355.0,0,0,43219.341855,9.64,1346355.0,0,0,0,0,1,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2692710.0,0,0,1,0,1040059.2375,0,0,34161.065415,11.2,1040059.2375,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2154168.0,0,0,0,0,168294.375,1,0,5654.691000000001,12.8,168294.375,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5048831.25,0,0,0,0,168294.375,1,0,5402.922615,9.64,168294.375,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,14338680.75,0,0,0,0,437565.375,0,0,15171.401317500002,15.0,437565.375,0,0,0,0,1,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2288130.3225000002,0,0,0,0,67317.75,0,0,2191.1927625,10.5,67317.75,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,9761073.75,0,1,0,0,1346355.0,0,0,45646.81992,13.4,1346355.0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2131459.9999999995,0,1,0,0,444054.1666666666,0,0,14464.620425,10.6,444054.1666666666,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1088110.3299999998,0,0,0,0,213145.99999999997,0,0,7489.417574999999,15.9,213145.99999999997,0,0,0,0,1,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4369492.999999999,0,0,0,0,888108.3333333333,0,0,30134.403858333328,13.4,888108.3333333333,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,7104866.666666666,0,0,0,0,266432.49999999994,0,0,6020.486391666666,12.6,266432.49999999994,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3197189.9999999995,0,0,0,0,444054.1666666666,0,0,13895.342983333332,7.9,444054.1666666666,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4174464.409999999,0,0,1,0,621675.8333333333,0,0,15104.946533333332,15.9,621675.8333333333,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4262919.999999999,1,0,0,0,266432.49999999994,0,0,9718.569491666665,18.6,266432.49999999994,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6394379.999999999,0,0,1,0,577270.4166666666,0,0,13628.022374999997,14.6,577270.4166666666,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6660812.499999999,0,0,1,0,1065729.9999999998,0,0,35749.91284999999,12.6,1065729.9999999998,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1332162.4999999998,0,1,0,0,266432.49999999994,0,0,8586.231366666667,9.91,266432.49999999994,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2486703.333333333,0,0,1,0,88810.83333333331,0,0,3135.910525,16.2,88810.83333333331,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3730054.9999999995,0,0,0,0,888108.3333333333,1,0,30904.39378333333,15.2,888108.3333333333,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9769191.666666666,0,0,0,0,319718.99999999994,0,0,9731.003008333331,6.03,319718.99999999994,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7460109.999999999,0,0,0,0,532864.9999999999,0,0,17625.397983333332,11.7,532864.9999999999,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6872643.211558333,0,0,1,0,817059.6666666665,0,0,24867.921441666662,6.03,817059.6666666665,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3851725.8416666663,0,0,1,0,1798419.3749999998,0,0,43040.39415833333,15.2,1798419.3749999998,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4440541.666666666,0,1,0,0,888108.3333333333,0,0,29375.07123333333,11.7,888108.3333333333,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4440541.666666666,0,0,1,0,888108.3333333333,0,0,29375.07123333333,11.7,888108.3333333333,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8170596.666666665,0,1,0,0,1332162.4999999998,0,0,42929.38061666666,9.91,1332162.4999999998,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9413948.333333332,0,0,1,0,355243.33333333326,0,0,11750.561358333332,11.7,355243.33333333326,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2220270.833333333,0,1,0,0,754892.0833333333,0,0,24969.165791666663,11.7,754892.0833333333,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1519375.7366666663,0,0,1,0,388547.39583333326,0,0,12088.042524999999,7.51,388547.39583333326,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6660812.499999999,0,0,1,0,2826404.770833333,0,0,88439.60405,7.9,2826404.770833333,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2586171.4666666663,0,0,1,0,888108.3333333333,0,0,21578.368174999996,15.9,888108.3333333333,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2135367.6766666663,0,0,1,0,444054.1666666666,0,0,14100.496008333332,8.9,444054.1666666666,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3019568.333333333,0,1,0,0,621675.8333333333,0,0,21844.800675,15.9,621675.8333333333,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3641244.166666666,0,1,0,0,1101254.3333333333,0,0,35871.58369166667,10.6,1101254.3333333333,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4937527.089999999,0,0,0,0,959156.9999999999,0,0,30908.834324999993,9.91,959156.9999999999,0,0,1,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3996487.4999999995,0,0,1,0,1332162.4999999998,0,0,41684.25273333333,7.9,1332162.4999999998,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3272856.8299999996,0,0,1,0,532864.9999999999,0,0,17806.572083333333,12.4,532864.9999999999,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2397892.4999999995,0,0,1,0,1110135.4166666665,0,0,25083.731766666664,12.6,1110135.4166666665,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,6039491.909999999,0,0,0,0,852583.9999999999,0,0,26525.131591666664,7.51,852583.9999999999,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5532914.916666666,0,0,1,0,1065729.9999999998,0,0,33347.57980833333,7.9,1065729.9999999998,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,5772704.166666666,0,0,0,0,266432.49999999994,0,0,9666.1711,18.2,266432.49999999994,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4884595.833333333,0,0,1,0,390767.6666666666,0,0,13887.350008333331,16.7,390767.6666666666,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4049773.9999999995,0,0,1,0,532864.9999999999,0,0,16218.634383333332,6.03,532864.9999999999,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,7104866.666666666,0,0,0,0,1243351.6666666665,0,0,40067.007458333326,9.91,1243351.6666666665,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,2397892.4999999995,0,0,0,0,888108.3333333333,0,0,28929.24085,10.6,888108.3333333333,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5328649.999999999,0,1,0,0,888108.3333333333,0,0,27030.465233333332,6.03,888108.3333333333,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6216758.333333332,0,0,1,0,976919.1666666665,0,0,29995.85895833333,6.62,976919.1666666665,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,9769191.666666666,0,1,0,0,2273557.333333333,0,0,73265.38506666665,9.91,2273557.333333333,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3552433.333333333,0,0,1,0,621675.8333333333,0,0,20250.646216666664,10.6,621675.8333333333,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4085298.3333333326,0,1,0,0,1065729.9999999998,0,0,34343.149249999995,9.91,1065729.9999999998,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,7193677.499999999,0,1,0,0,1420973.333333333,0,0,37576.751691666665,19.9,1420973.333333333,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3463622.4999999995,0,0,1,0,888108.3333333333,0,0,29677.028066666666,12.4,888108.3333333333,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4564876.833333333,0,1,0,0,888108.3333333333,0,0,28929.24085,10.6,888108.3333333333,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2930757.4999999995,0,0,1,0,630556.9166666666,0,0,22409.637574999997,16.7,630556.9166666666,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2664324.9999999995,0,0,1,0,1154540.8333333333,0,0,26087.29418333333,12.6,1154540.8333333333,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3552433.333333333,0,0,0,0,794856.9583333333,0,0,19870.535849999997,17.2,1554189.583333333,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4440541.666666666,0,0,1,0,1569731.4791666665,0,0,37056.32020833333,14.6,1569731.4791666665,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5506271.666666666,0,0,1,0,710486.6666666665,0,0,25249.808024999995,16.7,710486.6666666665,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4884595.833333333,0,0,1,0,310837.9166666666,0,0,10125.323108333332,10.6,310837.9166666666,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3955989.7599999993,0,0,1,0,1458717.9374999998,0,0,50047.56890833333,14.2,1458717.9374999998,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5417460.833333333,0,1,0,0,1332162.4999999998,0,0,45952.50138333332,14.6,1332162.4999999998,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3907676.666666666,0,1,0,0,1205607.0624999998,0,0,30340.444991666664,17.5,1862807.2291666665,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2984043.9999999995,0,0,1,0,266432.49999999994,0,0,9040.942833333333,13.4,266432.49999999994,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4440541.666666666,0,1,0,0,1065729.9999999998,0,0,37875.156091666664,16.7,1065729.9999999998,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,13321624.999999998,0,0,1,0,1278875.9999999998,0,0,40608.75354166666,8.9,1278875.9999999998,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7992974.999999999,0,0,1,0,1065729.9999999998,0,0,36762.356349999995,14.6,1065729.9999999998,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4262919.999999999,0,0,1,0,976919.1666666665,0,0,33147.75543333333,13.4,976919.1666666665,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,6660812.499999999,0,0,1,0,639437.9999999999,0,0,17541.027691666663,21.6,643878.5416666666,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4618163.333333333,0,0,0,0,1332162.4999999998,0,0,41684.25273333333,7.9,1332162.4999999998,0,0,0,0,1,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5772704.166666666,0,0,1,0,1598594.9999999998,0,0,42273.068558333325,19.9,1598594.9999999998,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13321624.999999998,0,0,0,0,1960499.145833333,1,0,49009.370266666665,17.2,3108379.166666666,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6039136.666666666,0,1,0,0,888108.3333333333,0,0,30470.108808333327,14.2,888108.3333333333,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3730054.9999999995,0,1,0,0,1047967.8333333331,0,0,35153.99215833333,12.6,1047967.8333333331,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4706974.166666666,0,0,0,0,399648.74999999994,0,0,12163.531733333331,6.03,399648.74999999994,1,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3108379.166666666,0,1,0,0,621675.8333333333,0,0,20854.55988333333,12.6,621675.8333333333,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5328649.999999999,0,0,1,0,817059.6666666665,0,0,27303.114491666664,12.4,817059.6666666665,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2486703.333333333,0,0,0,0,1243351.6666666665,0,0,31082.01545,17.2,1243351.6666666665,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3730054.9999999995,1,0,0,0,399648.74999999994,0,0,8619.979483333333,10.6,399648.74999999994,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,7847769.287499999,0,0,1,0,1065729.9999999998,0,0,37621.157108333326,16.2,1065729.9999999998,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6394379.999999999,0,0,1,0,1065729.9999999998,0,0,36161.10700833333,13.4,1065729.9999999998,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,5506271.666666666,0,1,0,0,1065729.9999999998,0,0,34714.37853333333,10.6,1065729.9999999998,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3879257.1999999993,0,1,0,0,621675.8333333333,0,0,20250.646216666664,10.6,621675.8333333333,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10657299.999999998,0,0,1,0,728248.8333333333,0,0,19060.581049999997,19.4,728248.8333333333,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5861514.999999999,0,0,0,0,932513.7499999999,0,0,31281.839824999995,12.6,932513.7499999999,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3474279.7999999993,0,0,1,0,621675.8333333333,0,0,20563.260349999997,11.7,621675.8333333333,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,7548920.833333332,0,1,0,0,1358805.7499999998,0,0,37575.86358333333,22.0,1358805.7499999998,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4245157.833333333,0,0,1,0,1136778.6666666665,0,0,25121.032316666664,11.7,1776216.6666666665,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7371299.166666666,1,0,0,0,310837.9166666666,0,0,9461.018074999998,6.03,310837.9166666666,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,7193677.499999999,0,0,0,0,532864.9999999999,0,0,12040.084674999998,12.6,532864.9999999999,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5772704.166666666,0,0,1,0,1420973.333333333,0,0,35759.68204166666,17.5,1420973.333333333,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2557751.9999999995,0,0,1,0,532864.9999999999,0,0,16920.239966666664,8.9,532864.9999999999,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,11989462.499999998,0,1,0,0,639437.9999999999,0,0,20605.889549999996,9.91,639437.9999999999,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4440541.666666666,0,1,0,0,843702.9166666665,0,0,26790.67598333333,8.9,843702.9166666665,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3996487.4999999995,0,0,1,0,2131459.9999999995,0,0,69428.75706666666,10.6,2131459.9999999995,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7104866.666666666,0,0,1,0,532864.9999999999,0,0,18080.997558333333,13.4,532864.9999999999,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4440541.666666666,0,0,1,0,532864.9999999999,0,0,18080.997558333333,13.4,532864.9999999999,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2664324.9999999995,0,0,0,0,186502.74999999997,0,0,6232.744283333333,12.4,186502.74999999997,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,9769191.666666666,0,0,0,0,488459.58333333326,0,0,14998.373533333332,6.62,488459.58333333326,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4050484.486666666,0,0,1,0,976919.1666666665,0,0,29995.85895833333,6.62,976919.1666666665,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10657299.999999998,0,0,1,0,2380130.333333333,0,0,64243.98061666666,20.8,2380130.333333333,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3108379.166666666,0,0,1,0,710486.6666666665,0,0,23833.27523333333,12.6,710486.6666666665,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3108379.166666666,0,1,0,0,710486.6666666665,0,0,23500.234608333332,11.7,710486.6666666665,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2131459.9999999995,0,0,1,0,888108.3333333333,0,0,28200.992016666663,8.9,888108.3333333333,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11190164.999999998,0,0,1,0,1065729.9999999998,0,0,35250.795966666665,11.7,1065729.9999999998,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3818865.8333333326,0,0,1,0,888108.3333333333,0,0,27789.79785833333,7.9,888108.3333333333,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4440541.666666666,0,0,1,0,1065729.9999999998,0,0,34343.149249999995,9.91,1065729.9999999998,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2770897.9999999995,0,0,1,0,888108.3333333333,0,0,28619.291041666664,9.91,888108.3333333333,0,0,0,0,0,0,0
